Hotel,Area,Room,Supply,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Demand,Date,Month
美麗信花園酒店,Taipei,203,5684,0.81,2057,9493242,6374115,21325827,1670.08,4615,2/1/2019,Feb-19
美麗春天⼤飯店,Others,34,952,0.32,2323,710879,218902,929781,746.61,306,2/1/2019,Feb-19
義大皇家酒店,Kaohsiung,656,18368,0.55,3826,38929550,23640115,66083995,2119.6,10175,2/1/2019,Feb-19
義華酒店,Taipei,149,4172,0.13,4677,2548800,141700,8491235,610.82,545,2/1/2019,Feb-19
老爺大酒店,Taipei,202,5656,0.91,4501,23254309,23978007,54132553,4111.21,5166,2/1/2019,Feb-19
耐斯王⼦⼤飯店,Others,245,6860,0.67,2798,12948264,15089916,29424382,1887.53,4628,2/1/2019,Feb-19
花蓮亞士都飯店,Hualien,168,4704,0.33,1956,3019333,855330,3889663,641.96,1544,2/1/2019,Feb-19
花蓮翰品酒店,Hualien,197,5516,0.63,3511,12249681,10422458,23572345,2220.71,3489,2/1/2019,Feb-19
華園大飯店,Kaohsiung,269,7532,0.77,1899,11051982,5265253,17717592,1467.36,5820,2/1/2019,Feb-19
華泰王子大飯店,Taipei,213,5964,0.68,2708,10918928,13295360,27567770,1830.88,4032,2/1/2019,Feb-19
華王大飯店,Kaohsiung,297,8316,0.39,2106,6789029,3705414,10596776,816.5,3224,2/1/2019,Feb-19
蘭城晶英酒店,Others,193,5404,0.53,10871,30841581,34905683,73253197,5707.28,2837,2/1/2019,Feb-19
裕元花園酒店,Taichung,149,4172,0.75,3840,12057594,28705495,45590917,2889.98,3140,2/1/2019,Feb-19
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,10752,0.19,3930,8185884,5264936,14680285,761.24,2083,2/1/2019,Feb-19
豪景⼤酒店,Taipei,209,5852,0.73,2303,9873068,2045321,12249669,1687.18,4287,2/1/2019,Feb-19
趣淘漫旅,Scenery,198,5544,0.48,3621,9566548,4475768,15856547,1725.77,2642,2/1/2019,Feb-19
遠百企業觀光旅館,Others,40,1120,0.07,1011,74800,0,74800,66.83,74,2/1/2019,Feb-19
遠雄悅來大飯店,Hualien,381,10668,0.4,5212,21991092,10136440,38784159,2061.35,4219,2/1/2019,Feb-19
鈺通⼤飯店,Others,120,3360,0.44,2112,3113620,5221772,8378980,926.53,1474,2/1/2019,Feb-19
阿里山賓館,Scenery,35,980,0.42,7253,2959106,0,2959106,3019.42,408,2/1/2019,Feb-19
阿里山賓館(新館),Scenery,102,2856,0.66,7664,14447402,6875106,22328564,5058.24,1885,2/1/2019,Feb-19
陸島酒店,Others,47,1316,0.19,2012,510969,42400,598834,388.32,254,2/1/2019,Feb-19
陽明⼭中國麗緻⼤飯店,Scenery,47,1316,0.54,5183,3659178,3350465,9297469,2780.68,706,2/1/2019,Feb-19
雲品溫泉酒店⽇⽉潭,Scenery,211,5908,0.72,10910,46126605,20720631,71547107,7807.2,4228,2/1/2019,Feb-19
首都大飯店,Taipei,129,3612,0.72,3218,8399106,3243177,11837275,2325.33,2610,2/1/2019,Feb-19
香格⾥拉台北遠東國際⼤飯店,Taipei,420,11760,0.71,6270,52146610,51070592,118728342,4434.14,8317,2/1/2019,Feb-19
香格里拉台南遠東國際大飯店,Others,333,9324,0.71,4655,30994956,24941856,62421598,3324.6,6659,2/1/2019,Feb-19
馥藝⾦鬱⾦香酒店,Taoyuan-Hsinchu-Miaoli,191,5348,0.62,2148,7088559,2583700,9856685,1325.53,3300,2/1/2019,Feb-19
⾼雄國賓⼤飯店,Kaohsiung,453,12684,0.86,2414,26208443,47136339,76775829,2066.14,10856,2/1/2019,Feb-19
高雄圓山大飯店,Scenery,107,2996,0.7,3193,6654440,10159385,17704031,2221.05,2084,2/1/2019,Feb-19
⾼雄福華⼤飯店,Kaohsiung,271,7588,0.86,2868,18695425,23655934,45854684,2463.9,6519,2/1/2019,Feb-19
麒麟⼤飯店,Others,167,4676,0.33,5220,8106762,2096022,10498310,1733.56,1553,2/1/2019,Feb-19
麗尊⼤酒店,Kaohsiung,198,5544,0.7,2630,10221085,19676242,31573381,1843.37,3886,2/1/2019,Feb-19
龍⾕⼤飯店,Scenery,189,5292,0.23,2915,3556901,935721,4901556,671.91,1220,2/1/2019,Feb-19
⻄華⼤飯店,Taipei,343,10633,0.88,4365,40926854,19943021,66928099,3849.06,9376,3/1/2019,Mar-19
⻑榮桂冠酒店(台中),Taichung,354,10974,0.8,2354,20674328,22623988,49093393,1883.67,8781,3/1/2019,Mar-19
⻑榮桂冠酒店(基隆),Others,140,4340,0.82,2350,8322988,4929411,16210917,1917.37,3541,3/1/2019,Mar-19
⻑榮鳳凰酒店(礁溪),Others,231,7161,0.6,5552,23752805,15503922,45892524,3316.76,4278,3/1/2019,Mar-19
三德⼤飯店,Taipei,255,7905,0.68,2150,11564597,4469411,18557480,1462.65,5378,3/1/2019,Mar-19
亞士都飯店,Taipei,40,1240,0.5,2389,1467030,0,1467030,1183.03,614,3/1/2019,Mar-19
亞都麗緻⼤飯店,Taipei,209,6479,0.8,4158,21644695,10782771,36580564,3340.95,5206,3/1/2019,Mar-19
兄弟大飯店,Taipei,250,7750,0.73,3601,20437580,41325585,66261664,2637.01,5675,3/1/2019,Mar-19
全國⼤飯店,Taichung,178,5518,0.59,2158,6997891,15072246,24735805,1268.26,3243,3/1/2019,Mar-19
六福客棧,Taipei,226,7006,0.95,1314,8728838,6884350,16207790,1245.93,6643,3/1/2019,Mar-19
凱撒⼤飯店,Scenery,281,8711,0.9,3388,26540103,11853409,40290014,3046.49,7833,3/1/2019,Mar-19
北投老爺酒店,Taipei,50,1550,0.57,5451,4824194,2481526,8555966,3112.52,885,3/1/2019,Mar-19
北投麗禧溫泉酒店,Taipei,66,2046,0.59,14140,17010763,8830493,32138492,8314.32,1203,3/1/2019,Mar-19
南方莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3441,0.51,3993,6987349,11027164,23146345,2030.84,1750,3/1/2019,Mar-19
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7905,0.85,2829,18921474,15897245,36820509,2393.9,6689,3/1/2019,Mar-19
台中港酒店,Taichung,200,6200,0.6,2565,9608159,2091403,12641675,1549.77,3746,3/1/2019,Mar-19
台中福華大飯店,Taichung,155,4805,0.67,2608,8411890,9310196,21049263,1750.49,3225,3/1/2019,Mar-19
台中金典酒店,Taichung,222,6882,0.84,2929,16976127,19895899,53399739,2466.8,5796,3/1/2019,Mar-19
台北W飯店,Taipei,405,12555,0.84,8740,92088945,55424837,166930048,7335.48,10537,3/1/2019,Mar-19
台北中山雅樂軒酒店,Taipei,88,2728,0.85,4334,10027869,801578,12075569,3676.1,2314,3/1/2019,Mar-19
台北凱撒大飯店,Taipei,478,14818,0.95,3673,51505603,21926599,77907176,3475.39,14021,3/1/2019,Mar-19
台北君品大酒店,Taipei,286,8866,0.86,4918,37674677,54575840,96883556,4249.15,7660,3/1/2019,Mar-19
台北君悅酒店,Taipei,850,26350,0.77,6095,124112756,103052610,256527253,4710.22,20362,3/1/2019,Mar-19
台北寒舍喜來登大飯店,Taipei,688,21328,0.8,5159,88155818,108260718,219997520,4133.39,17089,3/1/2019,Mar-19
台北寒舍艾美酒店,Taipei,160,4960,0.83,9342,38488103,58949492,113365552,7759.47,4120,3/1/2019,Mar-19
台北有園飯店,Taipei,56,1736,0.89,2511,3892748,343807,4433809,2242.07,1550,3/1/2019,Mar-19
台北美福⼤飯店,Taipei,146,4526,0.66,6581,19632299,62187318,87781891,4337.54,2983,3/1/2019,Mar-19
台北花園⼤酒店,Taipei,241,7471,0.92,2183,14961381,23214367,41798830,2002.68,6854,3/1/2019,Mar-19
台北華國⼤飯店,Taipei,326,10106,0.84,3099,26333424,8834557,36981336,2605.95,8498,3/1/2019,Mar-19
台北萬豪酒店,Taipei,318,9858,0.86,5812,49291804,63150812,148000316,5000.06,8481,3/1/2019,Mar-19
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,15996,0.7,2821,31698954,12202962,49230742,1981.47,11236,3/1/2019,Mar-19
台南大員皇冠假日酒店,Others,231,7161,0.5,3091,11102078,11929276,25332617,1550.45,3592,3/1/2019,Mar-19
台南⼤飯店,Others,152,4712,0.64,2017,6050772,7907973,14966131,1284.22,3000,3/1/2019,Mar-19
台東桂⽥喜來登酒店,Others,290,8990,0.45,2599,10421365,11095005,22185084,1158.89,4009,3/1/2019,Mar-19
台糖⻑榮酒店(台南),Others,197,6107,0.82,2427,12207340,19989074,33706985,1998.63,5029,3/1/2019,Mar-19
合尊酒店 S Hotel,Taipei,101,3131,0.77,4046,9705687,4100363,15263379,3100.05,2399,3/1/2019,Mar-19
名都觀光渡假大飯店,Scenery,97,3007,0.84,915,2316370,3123398,5547006,770.16,2531,3/1/2019,Mar-19
君鴻國際酒店,Kaohsiung,585,18135,0.66,2308,27423363,23563944,61486181,1512.43,11883,3/1/2019,Mar-19
和昇帝景飯店,Others,60,1860,0.53,2554,2523810,5850,2529660,1356.68,988,3/1/2019,Mar-19
國王大飯店,Taipei,97,3007,0.8,1592,3837363,1109281,5039997,1275.99,2410,3/1/2019,Mar-19
國聯⼤飯店,Taipei,243,7533,0.66,2484,12407581,1666119,15583523,1646.64,4994,3/1/2019,Mar-19
國賓大飯店,Taipei,422,13082,0.81,3876,41145690,77983791,126610333,3145.37,10616,3/1/2019,Mar-19
圓山大飯店,Taipei,500,15500,0.83,3939,50453170,53289489,117062082,3254.8,12808,3/1/2019,Mar-19
墾丁怡灣渡假酒店,Scenery,175,5425,0.21,2672,3035615,718965,3898980,559.52,1136,3/1/2019,Mar-19
墾丁福華渡假飯店,Scenery,458,14198,0.57,2520,20361583,10060458,32192317,1434.38,8081,3/1/2019,Mar-19
大億麗緻酒店,Others,315,9765,0.76,2984,22280118,25124854,55046600,2281.86,7467,3/1/2019,Mar-19
大板根渡假酒店,Others,95,2945,0.83,4611,11265386,11360278,36675859,3824.82,2443,3/1/2019,Mar-19
天成大飯店,Taipei,225,6975,0.98,3034,20678319,34031609,58473444,2964.82,6816,3/1/2019,Mar-19
太魯閣晶英酒店,Scenery,160,4960,0.56,6573,18331586,6727083,27886359,3696,2789,3/1/2019,Mar-19
娜路彎⼤酒店,Others,276,8556,0.53,3420,15450083,11932171,31704348,1806.1,4518,3/1/2019,Mar-19
寒舍艾麗酒店,Taipei,234,7254,0.85,6363,39034008,25656336,71358971,5381.19,6135,3/1/2019,Mar-19
寒軒國際大飯店,Kaohsiung,380,11780,0.73,1884,16191670,15012521,32148880,1374.38,8593,3/1/2019,Mar-19
寶華大飯店,Others,78,2418,0.06,1205,189176,0,191176,78.2,157,3/1/2019,Mar-19
尊爵大飯店,Taoyuan-Hsinchu-Miaoli,231,7161,0.89,2176,13841399,11358243,26876428,1933.16,6362,3/1/2019,Mar-19
尊爵天際⼤飯店,Taoyuan-Hsinchu-Miaoli,250,7750,0.86,2269,15141865,30519592,46203053,1953.38,6672,3/1/2019,Mar-19
山泉大飯店,Others,167,5177,0.41,2145,4581453,51549,4876844,885.03,2136,3/1/2019,Mar-19
幼獅大飯店,Others,53,1643,0.24,1103,436980,0,465540,265.82,396,3/1/2019,Mar-19
康華⼤飯店,Taipei,215,6665,0.73,2550,12490850,10822461,24085355,1874,4898,3/1/2019,Mar-19
悅川酒店,Others,103,3193,0.67,2730,5818284,5697805,11866928,1822,2131,3/1/2019,Mar-19
慶泰大飯店,Taipei,150,4650,0.84,2858,11165275,7148810,19095321,2400.72,3906,3/1/2019,Mar-19
新⽵喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,386,11966,0.86,3787,38915021,38610745,88689307,3251.9,10275,3/1/2019,Mar-19
新竹國賓大飯店,Taoyuan-Hsinchu-Miaoli,257,7967,0.82,2980,19502491,32670541,57082966,2448.07,6545,3/1/2019,Mar-19
新竹老爺大酒店,Taoyuan-Hsinchu-Miaoli,208,6448,0.72,2998,13966475,12345307,27600851,2165.76,4658,3/1/2019,Mar-19
日勝生加賀屋國際溫泉飯店,Taipei,90,2790,0.62,6461,11158064,8543594,26319681,3999.36,1727,3/1/2019,Mar-19
⽇⽉⾏館,Scenery,92,2852,0.27,10026,7580000,2151604,9795453,2657.89,756,3/1/2019,Mar-19
晶悅國際飯店,Taoyuan-Hsinchu-Miaoli,388,12028,0.82,1591,15600658,4119888,20889269,1297.14,9807,3/1/2019,Mar-19
晶英國際⾏館,Kaohsiung,147,4557,0.36,7292,12089555,11914034,27925718,2652.83,1658,3/1/2019,Mar-19
晶華酒店,Taipei,538,16678,0.84,5634,78980736,129748784,263363802,4735.94,14019,3/1/2019,Mar-19
東⽅渡假酒店,Scenery,112,3472,0.26,2762,2490917,2037037,4527954,717.57,902,3/1/2019,Mar-19
板橋凱撒大飯店,Others,400,12400,0.72,3432,30626725,13569794,45202547,2470.01,8924,3/1/2019,Mar-19
桃園喜來登酒店(原桃禧航空城酒店 ~03/2019),Taoyuan-Hsinchu-Miaoli,187,5797,0.42,1816,4376500,3651316,8521037,754.91,2410,3/1/2019,Mar-19
樂樂日暉溫泉酒店,Others,0,0,0,0,0,0,0,0,0,3/1/2019,Mar-19
歐華酒店,Taipei,112,3472,0.71,2978,7331476,6204188,15058531,2111.7,2462,3/1/2019,Mar-19
洛碁⼤飯店花華本館,Taipei,112,3472,0.93,1855,5988656,0,5988656,1725.15,3229,3/1/2019,Mar-19
海灣藝術酒店,Taichung,228,7068,0.46,1358,4399046,744235,5279160,622.37,3239,3/1/2019,Mar-19
涵碧樓⼤飯店,Scenery,96,2976,0.81,14055,33843990,3122211,39795111,11371.9,2408,3/1/2019,Mar-19
漢來⼤飯店,Kaohsiung,535,16585,0.77,3057,39172974,72846036,129256323,2362.14,12815,3/1/2019,Mar-19
澎湖福朋喜來登酒店,Others,331,10261,0.42,1911,8170608,12736579,23940467,796.31,4276,3/1/2019,Mar-19
瑞穗天合國際觀光酒店,Hualien,198,6138,0.38,6232,14495083,7693553,25811826,2361.93,2326,3/1/2019,Mar-19
瓏⼭林台北中和飯店,Others,126,3906,0.41,2688,4314355,2306756,7972735,1104.5,1605,3/1/2019,Mar-19
知本老爺大酒店,Scenery,182,5642,0.73,3577,14745176,8589155,26759367,2613.36,4122,3/1/2019,Mar-19
碧特弗⼤飯店,Others,54,1674,0.49,2085,1705335,103083,1808418,1018.73,818,3/1/2019,Mar-19
礁溪老爺大酒店,Scenery,193,5983,0.76,6428,29395548,21845099,60290427,4912.92,4573,3/1/2019,Mar-19
神旺⼤飯店,Taipei,268,8308,0.88,2714,19733242,27893753,51527419,2375.56,7272,3/1/2019,Mar-19
福容大飯店(台北一館),Taipei,120,3720,0.73,3171,8608221,10062479,19850209,2314.2,2715,3/1/2019,Mar-19
福容大飯店(林口),Taoyuan-Hsinchu-Miaoli,149,4619,0.67,2564,7987851,3178250,11269501,1729.16,3115,3/1/2019,Mar-19
福容大飯店(桃園),Taoyuan-Hsinchu-Miaoli,182,5642,0.9,1842,9369881,3753085,13782881,1660.75,5087,3/1/2019,Mar-19
福容大飯店(淡水漁人碼頭),Others,198,6138,0.44,4225,11353071,14970859,28069285,1849.71,2687,3/1/2019,Mar-19
福容大飯店(福隆),Scenery,174,5394,0.25,4216,5594269,3237351,9287309,1037.14,1327,3/1/2019,Mar-19
福容大飯店(高雄),Kaohsiung,250,7750,0.69,1703,9082951,4661458,13796588,1172.35,5335,3/1/2019,Mar-19
福華大飯店,Taipei,606,18786,0.79,3910,58368000,40239000,116824000,3107.28,14929,3/1/2019,Mar-19
第一⼤飯店,Taipei,176,5456,0.87,1571,7493216,2905892,29926320,1373.53,4770,3/1/2019,Mar-19
綠舞國際觀光飯店,Others,104,3224,0.21,5684,3927613,3150383,8542419,1218.08,691,3/1/2019,Mar-19
美侖⼤飯店,Hualien,343,10633,0.6,1848,11793969,9374122,21737145,1109.35,6383,3/1/2019,Mar-19
美麗信花園酒店,Taipei,203,6293,0.89,2260,12587434,6397555,25555575,2000.33,5570,3/1/2019,Mar-19
美麗春天⼤飯店,Others,34,1054,0.49,2100,1085721,136644,1222365,1030.05,517,3/1/2019,Mar-19
義大皇家酒店,Kaohsiung,656,20336,0.43,2803,24672006,25605247,52989188,1213.14,8802,3/1/2019,Mar-19
義華酒店,Taipei,149,4619,0.25,4249,4907595,168591,8517908,1062.67,1155,3/1/2019,Mar-19
老爺大酒店,Taipei,202,6262,0.96,5148,30790127,23582382,62049253,4916.85,5981,3/1/2019,Mar-19
耐斯王⼦⼤飯店,Others,245,7595,0.65,2099,10402601,14007970,25721524,1369.39,4955,3/1/2019,Mar-19
花蓮亞士都飯店,Hualien,167,5177,0.36,1073,2000939,552572,2569511,386.39,1864,3/1/2019,Mar-19
花蓮翰品酒店,Hualien,197,6107,0.54,2085,6935553,8246343,15883850,1135.91,3327,3/1/2019,Mar-19
華園大飯店,Kaohsiung,269,8339,0.77,1899,11051982,5265253,17717592,1467.36,5820,3/1/2019,Mar-19
華泰王子大飯店,Taipei,218,6758,0.81,2794,15378773,11911582,30528152,2275.99,5505,3/1/2019,Mar-19
華王大飯店,Kaohsiung,297,9207,0.37,1339,4615586,2396388,7090069,501.46,3448,3/1/2019,Mar-19
蘭城晶英酒店,Others,193,5983,0.44,8700,22706676,25631282,54297407,3794.94,2610,3/1/2019,Mar-19
裕元花園酒店,Taichung,149,4619,0.84,3236,12599357,25205253,42725462,2727.95,3894,3/1/2019,Mar-19
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,11904,0.37,3787,16677866,5172628,23855325,1401.19,4404,3/1/2019,Mar-19
豪景⼤酒店,Taipei,209,6479,0.84,1948,10661598,1663703,12594096,1645.87,5474,3/1/2019,Mar-19
趣淘漫旅,Scenery,198,6138,0.35,2693,5793148,3432522,10474153,943.63,2151,3/1/2019,Mar-19
遠百企業觀光旅館,Others,40,1240,0.06,1003,77200,0,77200,62.29,77,3/1/2019,Mar-19
遠雄悅來大飯店,Hualien,381,11811,0.31,2993,11071301,8187240,22412841,937.41,3699,3/1/2019,Mar-19
鈺通⼤飯店,Others,120,3720,0.34,1999,2520436,5018248,7552185,677.66,1261,3/1/2019,Mar-19
阿里山賓館,Scenery,35,1085,0.53,6956,3971782,0,3971782,3660.94,571,3/1/2019,Mar-19
阿里山賓館(新館),Scenery,102,3162,0.9,6852,19391641,9561628,29517338,6132.54,2830,3/1/2019,Mar-19
陸島酒店,Others,47,1457,0.26,1840,690103,59840,768523,473.62,375,3/1/2019,Mar-19
陽明⼭中國麗緻⼤飯店,Scenery,47,1457,0.41,4107,2435336,2895831,7395880,1671.55,593,3/1/2019,Mar-19
雲品溫泉酒店⽇⽉潭,Scenery,211,6541,0.69,7533,33964595,21037809,58795738,5192.5,4509,3/1/2019,Mar-19
首都大飯店,Taipei,129,3999,0.85,3228,11013574,3532520,15267353,2754.13,3412,3/1/2019,Mar-19
香格⾥拉台北遠東國際⼤飯店,Taipei,420,13020,0.79,6204,64201580,64952948,147772355,4930.94,10348,3/1/2019,Mar-19
香格里拉台南遠東國際大飯店,Others,333,10323,0.76,3656,28590888,23579716,59021191,2769.42,7820,3/1/2019,Mar-19
馥藝⾦鬱⾦香酒店,Taoyuan-Hsinchu-Miaoli,191,5921,0.65,1194,4603935,3095313,7955589,777.77,3857,3/1/2019,Mar-19
⾼雄國賓⼤飯店,Kaohsiung,453,14043,0.88,1992,24661941,38265969,65069568,1756.15,12380,3/1/2019,Mar-19
高雄圓山大飯店,Scenery,107,3317,0.66,2248,4902741,11101210,16731735,1478.06,2181,3/1/2019,Mar-19
⾼雄福華⼤飯店,Kaohsiung,271,8401,0.85,2086,14931381,18517668,36848623,1777.27,7158,3/1/2019,Mar-19
麒麟⼤飯店,Others,167,5177,0.26,4940,6673945,1398490,8330309,1289.34,1351,3/1/2019,Mar-19
麗尊⼤酒店,Kaohsiung,198,6138,0.61,2160,8127203,17645191,27407622,1324.3,3763,3/1/2019,Mar-19
龍⾕⼤飯店,Scenery,189,5859,0.22,1980,2522975,828132,3737543,430.45,1274,3/1/2019,Mar-19
⻄華⼤飯店,Taipei,343,10290,0.8,4372,36059143,17315187,58694859,3504.16,8247,4/1/2019,Apr-19
⻑榮桂冠酒店(台中),Taichung,354,10620,0.74,2272,17951355,19382267,41582904,1690.37,7901,4/1/2019,Apr-19
⻑榮桂冠酒店(基隆),Others,140,4200,0.82,2424,8317685,5034616,16157022,1980.65,3432,4/1/2019,Apr-19
⻑榮鳳凰酒店(礁溪),Others,231,6930,0.6,5788,24255906,16711059,47651931,3500.58,4191,4/1/2019,Apr-19
三德⼤飯店,Taipei,287,8610,0.63,2019,10965066,3970804,17125967,1273.59,5431,4/1/2019,Apr-19
亞士都飯店,Taipei,40,1200,0.49,2430,1429044,0,1429044,1190.7,588,4/1/2019,Apr-19
亞都麗緻⼤飯店,Taipei,209,6270,0.72,4149,18699041,9568511,32508217,2982.3,4507,4/1/2019,Apr-19
兄弟大飯店,Taipei,250,7500,0.73,3553,19383174,35847586,59218406,2584.81,5456,4/1/2019,Apr-19
全國⼤飯店,Taichung,178,5340,0.57,2141,6573050,11716262,20549493,1230.86,3070,4/1/2019,Apr-19
六福客棧,Taipei,230,6900,0.84,1321,7657584,6041139,14133927,1109.77,5797,4/1/2019,Apr-19
凱撒⼤飯店,Scenery,281,8430,0.92,4543,35311627,12335888,49855003,4188.19,7772,4/1/2019,Apr-19
北投老爺酒店,Taipei,50,1500,0.63,5204,4907545,2412385,8441159,3271.75,943,4/1/2019,Apr-19
北投麗禧溫泉酒店,Taipei,66,1980,0.72,13327,19030346,8862749,32035209,9611.43,1428,4/1/2019,Apr-19
南方莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3330,0.63,4362,9120321,9179265,24046015,2738.9,2091,4/1/2019,Apr-19
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7650,0.85,2911,19028757,21614019,42529849,2487.16,6536,4/1/2019,Apr-19
台中港酒店,Taichung,200,6000,0.59,2612,9247710,1661044,11655643,1541.6,3541,4/1/2019,Apr-19
台中福華大飯店,Taichung,155,4650,0.68,2675,8444434,8222736,19379714,1816.06,3157,4/1/2019,Apr-19
台中金典酒店,Taichung,222,6660,0.77,2962,15266945,14073092,41791411,2292.29,5154,4/1/2019,Apr-19
台北W飯店,Taipei,405,12150,0.82,8698,86342562,41713851,145368852,7106.27,9927,4/1/2019,Apr-19
台北中山雅樂軒酒店,Taipei,88,2640,0.93,4102,10048753,638193,11901182,3806.66,2450,4/1/2019,Apr-19
台北凱撒大飯店,Taipei,478,14340,0.86,3974,49042639,15766992,69589817,3420.42,12342,4/1/2019,Apr-19
台北君品大酒店,Taipei,286,8580,0.85,5058,36834757,45588011,86392466,4293.23,7283,4/1/2019,Apr-19
台北君悅酒店,Taipei,850,25500,0.72,5918,108195078,88428719,222703050,4243.21,18283,4/1/2019,Apr-19
台北寒舍喜來登大飯店,Taipei,688,20640,0.72,5173,77287822,88704316,186416638,3744.73,14942,4/1/2019,Apr-19
台北寒舍艾美酒店,Taipei,160,4800,0.78,9041,33840981,49392989,97470097,7050.17,3743,4/1/2019,Apr-19
台北有園飯店,Taipei,56,1680,0.9,2499,3775317,328701,4290604,2247.6,1511,4/1/2019,Apr-19
台北美福⼤飯店,Taipei,146,4380,0.57,6615,16503886,49825269,71032124,3767.9,2495,4/1/2019,Apr-19
台北花園⼤酒店,Taipei,241,7230,0.94,2309,15760840,18352946,37499366,2179.93,6826,4/1/2019,Apr-19
台北華國⼤飯店,Taipei,326,9780,0.82,3081,24720379,7719544,34209508,2527.34,8023,4/1/2019,Apr-19
台北萬豪酒店,Taipei,318,9540,0.86,5660,46299793,50554664,126714485,4852.88,8180,4/1/2019,Apr-19
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,15480,0.76,2767,32567121,10523989,48247335,2103.47,11768,4/1/2019,Apr-19
台南大員皇冠假日酒店,Others,231,6930,0.48,3199,10575437,7982642,21144816,1526.24,3306,4/1/2019,Apr-19
台南⼤飯店,Others,152,4560,0.63,2108,6008810,5930229,12740480,1317.5,2850,4/1/2019,Apr-19
台東桂⽥喜來登酒店,Others,290,8700,0.4,2939,10316994,11408339,22560171,1185.59,3510,4/1/2019,Apr-19
台糖⻑榮酒店(台南),Others,197,5910,0.84,2470,12320816,17583546,31404733,2084.68,4988,4/1/2019,Apr-19
合尊酒店 S Hotel,Taipei,101,3030,0.77,3793,8887560,3643672,13842938,2933.13,2343,4/1/2019,Apr-19
名都觀光渡假大飯店,Scenery,97,2910,0.77,906,2042341,3076772,5196567,701.79,2254,4/1/2019,Apr-19
君鴻國際酒店,Kaohsiung,585,17550,0.64,2237,25023481,19626759,54027511,1425.86,11187,4/1/2019,Apr-19
和昇帝景飯店,Others,60,1800,0.55,2529,2490583,1500,2492950,1383.87,985,4/1/2019,Apr-19
國王大飯店,Taipei,97,2910,0.63,1624,2960928,736263,3787611,1017.44,1823,4/1/2019,Apr-19
國聯⼤飯店,Taipei,243,7290,0.67,2283,11176185,1149253,13525645,1533.03,4895,4/1/2019,Apr-19
國賓大飯店,Taipei,422,12660,0.7,3947,34889303,65307831,106694543,2755.8,8839,4/1/2019,Apr-19
圓山大飯店,Taipei,500,15000,0.79,4049,48018312,47856327,109087678,3201.14,11859,4/1/2019,Apr-19
墾丁怡灣渡假酒店,Scenery,175,5250,0.29,2381,3619177,748784,4486310,689.3,1520,4/1/2019,Apr-19
墾丁福華渡假飯店,Scenery,458,13740,0.62,3213,27218643,8479222,36719531,1980.81,8471,4/1/2019,Apr-19
大億麗緻酒店,Others,315,9450,0.87,2684,22114258,26248734,53717155,2340.18,8239,4/1/2019,Apr-19
大板根渡假酒店,Others,95,2850,0.87,4312,10668027,11249352,34734342,3743.25,2474,4/1/2019,Apr-19
天成大飯店,Taipei,225,6750,0.94,3023,19249270,17281311,38396277,2851.6,6367,4/1/2019,Apr-19
太魯閣晶英酒店,Scenery,160,4800,0.66,7353,23309648,7737846,34568291,4855.92,3170,4/1/2019,Apr-19
娜路彎⼤酒店,Others,276,8280,0.61,3520,17866253,11080811,33985269,2157.76,5076,4/1/2019,Apr-19
寒舍艾麗酒店,Taipei,234,7020,0.85,6440,38273501,17491110,61387258,5452.1,5943,4/1/2019,Apr-19
